Guid,AccountId,LastName,FirstName,Salutation,OtherStreet,OtherCity,OtherState,OtherPostalCode,OtherCountry,OtherLatitude,OtherLongitude,OtherGeocodeAccuracy,MailingStreet,MailingCity,MailingState,MailingPostalCode,MailingCountry,MailingLatitude,MailingLongitude,MailingGeocodeAccuracy,Phone,Fax,MobilePhone,HomePhone,OtherPhone,AssistantPhone,ReportsToId,Email,Title,Department,AssistantName,LeadSource,Birthdate,Description,HasOptedOutOfEmail,EmailBouncedReason,EmailBouncedDate,Jigsaw,IndividualId,ccrz__CompanyName__c,ccrz__CompanyType__c,ccrz__DataId__c,ccrz__IsPortalUser__c,ccrz__SelfRegistered__c,Product_Areas__c
4a1544e2-9556-4f40-ae10-7abfc08d28a1,6e51a1dc-337b-4c3c-bf58-980e8c54185a,Bryn,Jayme,#N/A,#N/A,Savannah,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50137 Brickson Park Alley,#N/A,GA,31410,USA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+607@gmail.com,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4a2e547a-13e9-4910-9608-96dfcbfea52d,7c7bc51c-9d69-4f5b-8a33-31aa9a667e33,Jules,Mirabella,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,(03) 8179 6906,(03) 8179 6906,0426 336 261,#N/A,#N/A,(03) 8179 6906,#N/A,jmanningcongagdo+793@gmail.com,"VP, Product Management",Engineering,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4a42da44-1ed4-40eb-aa56-050d4a8090fd,1780077c-4e79-4a5e-949f-64ab5a73d3c8,Alfie,Mellisa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(312)659-4517,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+360@gmail.com,CTO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4a6159b1-9195-4bfb-8516-7ddebe895f0e,4fbe5dc7-ec35-4dfa-863b-d25a5cdd3599,Madison,Hannis,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(107) 453-3705,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+376@gmail.com,VP and General Counsel,#N/A,#N/A,#N/A,#N/A,"R. Hewitt Pate, 55, is vice president and general counsel for Chevron Corporation, a position he has held since 2009. As Chevron's chief legal officer, Pate directs the company’s worldwide legal affairs and serves on the company’s Executive Committee.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4a9e1362-2e81-4b92-b54c-43da3647d28c,ababff38-4578-4e08-8890-2e39ab7dbfb9,Padget,Tawsha,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0383 7228120,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+552@gmail.com,COO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4b68c372-4535-4104-b35e-88b71feaaa79,657f8fc5-2246-4165-be09-327fa8331e71,Jasper,Susanna,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+33 0 1 42 14 20 00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+486@gmail.com,CIO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4b799008-839e-4ac2-b8b1-a837b4efb5ee,bd28daf4-8059-4111-b8e5-d8ebf9eb936c,Deane,Carole,#N/A,#N/A,Houston,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2591 Vidon Court,#N/A,Tx,77228,USA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+614@gmail.com,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4c813227-d290-4f53-ae87-64ae1417da11,37fe4d88-c638-4fda-8b0e-3e9f13b59ec9,Lowell,Birdie,#N/A,45 Spring Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,45 Spring Street,Melbourne,VIC,3000,Australia,#N/A,#N/A,#N/A,(03) 8639 6158,(03) 8639 6158,0422 301 695,#N/A,#N/A,(03) 8639 6158,#N/A,jmanningcongagdo+15@gmail.com,Director of Sales,Sales,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4d8f7e64-7ae0-41f1-982f-8c5d735fe87b,dacd6726-2282-4204-9f6f-41357e172399,Wilbert,Hali,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+33 0 1 42 14 20 00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+629@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4dce1ec5-1bd6-4f60-bd9a-f0055a1cad36,b05b6bb4-566d-448e-bbbb-bb5509b2aaac,Wilt,Irita,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3934,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+502@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4df8709f-a23a-4053-89fb-d829aabe480b,07ffc794-3916-4ba1-8808-14e099ffb6d1,Whitney,Atlante,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(549) 839-9571,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+449@gmail.com,CEO,#N/A,#N/A,#N/A,1974-10-25,Mr. Teague has served as Chief Executive Officer since January 2016 and has been a director of Enterprise GP since November 2010. He also serves as Co-Chairman of the Capital Projects Committee. Mr. Teague previously served as the Chief Operating Officer of Enterprise GP from November 2010 to December 2015 and served as Executive Vice President of Enterprise GP from November 2010 until February 2013.,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4e870d16-48de-44a5-8b31-064b21f62a34,210a7e16-1f76-4a98-bdd4-88fc7c26bd8b,Brandyn,Kath,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,+33 0 1 42 14 20 00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+559@gmail.com,CIO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4ece992b-0b8b-4bb2-a181-a8f0e9df56d1,eb1c9f9a-4f49-4898-9296-ed711df117a5,Tirrell,Aundrea,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97 Gordon Terrace,BARTON BENDISH,#N/A,PE33 1YD,UK,#N/A,#N/A,#N/A,070 4352 5277,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+28@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4fd3f709-12de-4be8-9d91-a007ed98dd9b,b75cdf65-7a79-48e6-8d10-5e08cb290181,Carl,Grete,#N/A,#N/A,#N/A,#N/A,2454,#N/A,#N/A,#N/A,#N/A,32 Railway Street,KALANG,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4067,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+858@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
4fedff2b-a1d1-4648-bbdd-5c5a121ae2d7,fe9c3252-f59e-4b0c-a3db-4b5c62ff2bf6,Tirrell,Elinore,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(525) 945-6875,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+181@gmail.com,Buyer,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5075b1ff-17b4-4cff-9587-b767647f8db4,9020415f-8c52-4c77-95a8-85a4f5e80eab,Osbert,Sukey,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(484)576-8708,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+301@gmail.com,CTO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
50f5eed4-3e89-4366-ba4a-90d7d78e4931,a11cae1c-9354-4b45-aa15-d6cf715ad503,Northrup,Celka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(240) 485-6375,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+446@gmail.com,Global Head of Human Capital Management,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5143f6af-785e-4c73-a34b-5577ba3cbef9,d845ff04-7523-4f84-b767-a2c0249e7eb8,Giffard,Christel,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(276)956-8748,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+251@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
51b09280-d6ef-483e-87a5-1e160697418e,59ba3ded-5329-44b0-96f7-f241cb95306a,Kinsley,Germain,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,347 Don Shula Drive,Miami Gardens,FL,33056,USA,#N/A,#N/A,#N/A,(525) 791-2741,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+774@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5353cc45-c0b3-4b68-b4b5-932417dbad94,354ac5a7-cc38-4061-9fb9-4f9910cc7349,Curt,Silvie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(477) 129-7674,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+465@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,"Hugh Johnston is vice chairman and chief financial officer of PepsiCo, a global food and beverage company with net revenues of more than $63 billion in 2015 and a product portfolio that includes 22 brands that generate more than $1 billion each in estimated annual retail sales.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
53f22cd1-f3b1-4b03-8905-179bcc76ec24,db328162-a40e-4da9-b47f-3dc0b3a60e2e,Ephrem,Pearl,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(452) 563-0143,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+186@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Chuck Robbins is the Chief Executive Officer of Cisco and a member of its Board of Directors. He assumed the role on July 26, 2015.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5482cc4d-7342-4d62-926c-949b28111456,1428ad1a-54ab-4a26-9fa9-3132d8c35782,Waylin,Aleece,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,32 Railway Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 3995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+704@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
54a742f0-8455-490f-a1f9-cf1d3759a8a1,37fe4d88-c638-4fda-8b0e-3e9f13b59ec9,Ansel,Debbie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(036) 886-8178,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+371@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
552432e4-e7d6-48d2-93a6-7775f1402d9f,acdb972f-0fea-4a9d-85d0-1940db7fa5f3,Ossie,Allegra,#N/A,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,(02) 7805 6307,(02) 7805 6307,0421 525 301,#N/A,#N/A,(02) 7805 6307,#N/A,jmanningcongagdo+98@gmail.com,Director of Engineering,Engineering,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
553ae4f5-f760-4ea9-85c7-de604c69cf66,59ba3ded-5329-44b0-96f7-f241cb95306a,Cos,Lynne,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202-555-0113,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+296@gmail.com,CSO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5557274b-6e88-42f5-aa42-b53ca39dacc7,07ffc794-3916-4ba1-8808-14e099ffb6d1,Haskell,Glennie,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(440)475-1490,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+216@gmail.com,CTO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
55767232-4100-4422-9931-3e8c4ec4e0b4,c3c0f12a-7588-4cba-af2b-079722120fea,Winston,Susannah,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(256) 531-2958,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+282@gmail.com,"CEO, Chairperson",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
56772194-50bc-477a-9289-c69a8834e34e,bdf0643c-3761-4db2-8dfe-5fdfb6df8e46,Martino,Felipa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(677) 222-6736,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+284@gmail.com,"EVP, Secretary and General Counsel",#N/A,#N/A,#N/A,#N/A,"Augusto P. Aragone serves as Executive Vice President, Secretary and General Counsel for Ingram Micro Inc., a leader in delivering the full spectrum of global technology and supply-chain solutions to businesses around the world.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
56ed4e72-1813-4a49-a4a2-a7e7fb9bfeaf,e0d24d52-12e9-4aef-9d51-26ee8f11ffe1,Feodor,Lesly,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1701 Bryant Street,Denver,CO,80204,USA,#N/A,#N/A,#N/A,(534) 655-2599,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+675@gmail.com,CAO,#N/A,#N/A,#N/A,#N/A,"Mr. Jerry Weiss has been the Chief Administrative Officer and Executive Vice President at Federal Home Loan Mortgage Corporation since August 2010. Mr. Weiss oversees Freddie Mac's compliance with policies, procedures and practices, including compliance with laws and regulations.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
574934bd-64cb-41c9-807e-e73dbc89d9d2,9fde7171-31cf-4c0e-848c-b95d7826f08b,Vasili,Halimeda,#N/A,#N/A,#N/A,#N/A,3293,#N/A,#N/A,#N/A,#N/A,88 Bailey Street,GLENTHOMPSON,VIC,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4063,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+854@gmail.com,SVP,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
57678b81-2865-48b6-9a56-e805d898c410,10e91ef8-aa9e-46d3-98c4-3dcd2daebaf3,Ramsay,Anjanette,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,202-555-0112,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+215@gmail.com,CSO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5857d954-122f-46b4-ac02-05e06069dc62,a11cae1c-9354-4b45-aa15-d6cf715ad503,Davy,Alice,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(826) 130-9961,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+397@gmail.com,Vice Chariman,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
586fa7a7-84e1-46cb-8f83-b4dc43557a27,d5b73179-f2b6-4bc6-972b-78591bca1f5a,Keir,Bobinette,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(402)952-5052,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+246@gmail.com,CSO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
59a7e2af-1e7a-4f71-8330-cb280270e7ce,a004d414-9ff9-41c0-b987-57f374f0b950,Verney,Rasia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(377) 490-1718,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+335@gmail.com,Senior Vice President of Operations,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5a75a3dd-4dae-496f-8147-98c563139898,e5035626-d6ea-47fb-b481-e7d3b05fdda2,Sterling,Louisa,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14 Ross Road,Marple,#N/A,SK6 4HJ,UK,#N/A,#N/A,#N/A,078 0017 4455,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+59@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5abb86f3-ff23-4a69-ba83-b355d40d95d1,d0cc7617-47ea-4970-bfe0-d8b7b50be01b,Padriac,Juliann,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,New York,NY,#N/A,USA,#N/A,#N/A,#N/A,(930) 686-2865,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+772@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"Steve serves on the boards of the Nationwide Children’s Hospital, OhioHealth, American Electric Power, and Catalyst. He also is a member of the Columbus Downtown Development Corporation & Capitol South and the Columbus Partnership, organizations focused on economic development and downtown Columbus revitalization. Steve also previously served as a board member of the National Urban League, the Insurance Information Institute, the Insurance Institute for Highway Safety and the Columbus Metropolitan Library, trustee for Grand View College in Des Moines, Iowa, and as co-chair for the United Way of Central Ohio Alexis de Tocqueville Vingt-Cinq Society campaign. Steve and his wife, Cindy, served as co-chairs of the 2012 United Way of Central Ohio campaign.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5bcc0888-b797-4544-9d40-b307dad8bc06,c0e24fde-cedf-4bec-a26d-64c286fe081e,Grant,Phaidra,#N/A,6 Rush St,Woollahra,NSW,2025,Australia,#N/A,#N/A,#N/A,6 Rush St,Woollahra,NSW,2025,Australia,#N/A,#N/A,#N/A,(02) 7324 6069,(02) 7324 6069,0413 398 529,#N/A,#N/A,(02) 7324 6069,#N/A,jmanningcongagdo+46@gmail.com,EVP Business Development,Business Development,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5c313758-33d7-4d7a-9df7-5fd884d6fe45,cf13d698-1117-4a21-b6e0-f65f7349be47,Jethro,Blancha,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,011 49 69 3576 6843,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+633@gmail.com,"Vice President, IT",#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5c5b1d90-9310-4c25-93eb-9d805da897fc,91891bbd-a0e9-4bcd-9e1e-90a0c3004dea,Stanislaus,Ardeen,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(650) 681-5105,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+178@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5c74dec4-80cb-4f58-8eab-9ee0734ae60a,db328162-a40e-4da9-b47f-3dc0b3a60e2e,Andrej,Steffi,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4 Yawkey Way,Boston,MA,2215,USA,#N/A,#N/A,#N/A,(774) 410-8130,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+873@gmail.com,"SVP, Chief Digital Officer",#N/A,#N/A,#N/A,#N/A,"Kevin Bandy is Cisco's Chief Digital Officer. He has a bold vision, coupled with a diverse set of abilities—a combination of global channel development, entrepreneurship, and operational excellence—that he is using to drive the digital transformation of Cisco and our customers.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5c7df0b1-5477-4217-afc7-c73cf5dfb45f,eae27594-399b-4f0a-8625-73a120c40b36,Rickie,Abra,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(968) 753-7479,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+468@gmail.com,Group Vice President of Retail Operatiions,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5cd09efb-25d3-4b59-8eb5-ca019903426e,f12d92b9-6eff-4056-abb1-186a6b059e4d,Neall,Maurine,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,390 Harris Street,Sydney,NSW,2007,Australia,#N/A,#N/A,#N/A,(02) 7053 8872,(02) 7053 8872,0411 779 548,#N/A,#N/A,(02) 7053 8872,#N/A,jmanningcongagdo+782@gmail.com,Owner,CEO,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5cf4d902-96d5-4342-9979-1b994ca5a817,a0fa5923-8383-4b45-a5c0-8512b7433db6,Cullan,Celinka,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(442)666-1798,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+361@gmail.com,CSO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5d68d4e9-ec00-49d2-ace4-e3dbfa904a7f,d98994db-7868-4884-9b0e-6cf91f2a4252,Gael,Lilla,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,347 Don Shula Drive,Miami Gardens,FL,33056,USA,#N/A,#N/A,#N/A,(235) 392-0037,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+773@gmail.com,CEO,#N/A,#N/A,#N/A,#N/A,"John H. Hammergren is chairman, president and chief executive officer of McKesson Corporation. He was elected president and CEO in 2001 and chairman in 2002.",false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
5d79dac4-1203-4927-a9ee-f549aa475100,d693046a-27e3-4da0-82cf-805c2c12cabc,Dillon,Edita,#N/A,#N/A,#N/A,#N/A,2347,#N/A,#N/A,#N/A,#N/A,26 Dalgarno Street,CARODA,NSW,#N/A,Australia,#N/A,#N/A,#N/A,(03) 5338 4050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,jmanningcongagdo+814@gmail.com,CFO,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,,#N/A,,Prodly,#N/A,#N/A,false,false,#N/A
